application_id,customer_id,decision,reject_reasons,approve_amount,approve_apr,approve_term,decided_at,decision_ver,is_test_data
AP20250423000002,C00008488,REJECT,R008,\N,\N,\N,2025-04-23 12:41:31,v1,1
AP20250226000003,C00005547,APPROVE,\N,5000.00,0.14,3,2025-02-26 20:23:39,v1,1
AP20250214000004,C00005563,APPROVE,\N,20000.00,0.21,24,2025-02-14 13:48:38,v1,1
AP20250423000003,C00006089,APPROVE,\N,10000.00,0.14,12,2025-04-23 14:03:23,v1,1
AP20250609000005,C00000712,APPROVE,\N,56710.02,0.11,24,2025-06-09 12:49:15,v1,1
AP20250220000003,C00000038,APPROVE,\N,8982.08,0.24,6,2025-02-20 11:48:01,v1,1
AP20250224000003,C00000436,APPROVE,\N,10000.00,0.13,12,2025-02-24 16:41:19,v1,1
AP20250517000001,C00005464,APPROVE,\N,2000.00,0.16,3,2025-05-17 02:01:18,v1,1
AP20250216000003,C00008553,APPROVE,\N,8000.00,0.14,3,2025-02-16 22:29:17,v1,1
AP20250111000001,C00003393,REJECT,"R009,R006",\N,\N,\N,2025-01-11 21:13:23,v1,1
AP20250130000003,C00004523,REJECT,"R008,R004",\N,\N,\N,2025-01-30 22:07:41,v1,1
AP20250323000001,C00001574,REJECT,R006,\N,\N,\N,2025-03-23 09:31:18,v1,1
AP20250225000001,C00006766,APPROVE,\N,1000.00,0.17,36,2025-02-25 02:39:53,v1,1
AP20250503000002,C00008746,REJECT,R006,\N,\N,\N,2025-05-03 08:50:34,v1,1
AP20250401000004,C00007847,APPROVE,\N,20000.00,0.12,36,2025-04-01 19:08:25,v1,1
AP20250129000003,C00001968,REJECT,R006,\N,\N,\N,2025-01-29 13:09:23,v1,1
AP20250319000004,C00000299,APPROVE,\N,5000.00,0.11,3,2025-03-19 12:32:46,v1,1
AP20250625000001,C00004664,REJECT,R008,\N,\N,\N,2025-06-25 15:15:54,v1,1
AP20250202000009,C00001905,APPROVE,\N,9799.49,0.23,12,2025-02-02 13:07:58,v1,1
AP20250207000004,C00002672,APPROVE,\N,74255.58,0.11,3,2025-02-07 21:52:35,v1,1
AP20250417000001,C00000573,APPROVE,\N,4054.00,0.24,3,2025-04-17 13:27:19,v1,1
AP20250501000003,C00009281,REJECT,R004,\N,\N,\N,2025-05-01 21:54:18,v1,1
AP20250419000002,C00009595,APPROVE,\N,42991.02,0.14,18,2025-04-19 13:42:48,v1,1
AP20250430000002,C00003463,APPROVE,\N,2000.00,0.15,12,2025-04-30 20:56:39,v1,1
AP20250207000005,C00004065,REJECT,R006,\N,\N,\N,2025-02-07 20:49:21,v1,1
AP20250205000002,C00004748,REJECT,R006,\N,\N,\N,2025-02-05 12:56:14,v1,1
AP20250326000002,C00007652,REJECT,R004,\N,\N,\N,2025-03-26 12:11:18,v1,1
AP20250207000006,C00009674,APPROVE,\N,5000.00,0.21,36,2025-02-07 22:46:55,v1,1
AP20250216000004,C00000979,APPROVE,\N,50000.00,0.11,18,2025-02-16 07:35:44,v1,1
AP20250217000006,C00004853,APPROVE,\N,2000.00,0.17,12,2025-02-17 21:46:10,v1,1
AP20250205000003,C00006945,REJECT,"R006,R006",\N,\N,\N,2025-02-05 12:29:34,v1,1
AP20250301000003,C00006443,APPROVE,\N,46291.43,0.18,24,2025-03-01 12:18:19,v1,1
AP20250519000001,C00009404,APPROVE,\N,15000.00,0.18,36,2025-05-19 20:54:50,v1,1
AP20250107000001,C00006486,REJECT,R006,\N,\N,\N,2025-01-07 08:16:48,v1,1
AP20250422000003,C00008059,APPROVE,\N,8000.00,0.12,3,2025-04-22 23:46:59,v1,1
AP20250213000004,C00006506,APPROVE,\N,10000.00,0.19,18,2025-02-13 20:19:49,v1,1
AP20250203000003,C00007127,APPROVE,\N,15000.00,0.18,6,2025-02-03 12:34:34,v1,1
AP20250414000001,C00009588,REJECT,R004,\N,\N,\N,2025-04-14 20:58:46,v1,1
AP20250507000003,C00005886,REJECT,R004,\N,\N,\N,2025-05-07 17:28:10,v1,1
AP20250523000004,C00001122,REJECT,R006,\N,\N,\N,2025-05-23 10:36:48,v1,1
AP20250525000005,C00004833,REJECT,R008,\N,\N,\N,2025-05-25 13:52:03,v1,1
AP20250627000001,C00001026,APPROVE,\N,15000.00,0.15,24,2025-06-27 22:31:05,v1,1
AP20250418000001,C00006708,REJECT,R006,\N,\N,\N,2025-04-18 20:52:33,v1,1
AP20250507000004,C00009232,APPROVE,\N,26863.47,0.21,18,2025-05-07 13:02:41,v1,1
AP20250622000002,C00004458,APPROVE,\N,9113.31,0.23,6,2025-06-22 09:49:40,v1,1
AP20250605000001,C00007967,REJECT,R006,\N,\N,\N,2025-06-05 12:24:00,v1,1
AP20250411000001,C00001689,APPROVE,\N,7305.60,0.23,18,2025-04-11 13:27:35,v1,1
AP20250129000004,C00005578,APPROVE,\N,20000.00,0.15,12,2025-01-29 13:51:28,v1,1
AP20250519000002,C00003124,APPROVE,\N,8000.00,0.11,12,2025-05-19 01:59:49,v1,1
AP20250317000004,C00001561,APPROVE,\N,22056.11,0.18,3,2025-03-17 14:25:14,v1,1
AP20250426000001,C00002014,APPROVE,\N,9231.66,0.24,18,2025-04-26 12:55:38,v1,1
AP20250304000005,C00006929,APPROVE,\N,2000.00,0.14,6,2025-03-04 13:20:35,v1,1
AP20250124000004,C00008120,REJECT,R008,\N,\N,\N,2025-01-24 09:54:42,v1,1
AP20250526000004,C00003645,APPROVE,\N,20000.00,0.15,3,2025-05-26 01:27:10,v1,1
AP20250215000005,C00000763,APPROVE,\N,30000.00,0.15,18,2025-02-15 12:25:30,v1,1
AP20250503000003,C00001007,REJECT,"R008,R006",\N,\N,\N,2025-05-03 11:52:11,v1,1
AP20250227000007,C00004838,REJECT,R006,\N,\N,\N,2025-02-27 12:23:35,v1,1
AP20250621000001,C00000128,APPROVE,\N,5000.00,0.23,3,2025-06-21 13:32:29,v1,1
AP20250513000002,C00006321,APPROVE,\N,7946.29,0.22,36,2025-05-13 06:18:23,v1,1
AP20250203000004,C00002085,REJECT,R008,\N,\N,\N,2025-02-03 22:17:18,v1,1
AP20250507000005,C00004539,REJECT,R008,\N,\N,\N,2025-05-07 16:15:52,v1,1
AP20250218000006,C00007874,REJECT,R004,\N,\N,\N,2025-02-18 20:21:50,v1,1
AP20250306000003,C00000873,REJECT,"R009,R006,R006",\N,\N,\N,2025-03-06 18:05:35,v1,1
AP20250519000003,C00007169,APPROVE,\N,8000.00,0.18,36,2025-05-19 12:29:49,v1,1
AP20250521000002,C00002241,APPROVE,\N,2000.00,0.22,3,2025-05-21 21:44:20,v1,1
AP20250221000005,C00002579,APPROVE,\N,5000.00,0.16,12,2025-02-21 09:28:15,v1,1
AP20250410000002,C00003572,APPROVE,\N,2000.00,0.16,18,2025-04-10 13:23:38,v1,1
AP20250304000006,C00005491,APPROVE,\N,8000.00,0.11,12,2025-03-04 22:54:20,v1,1
AP20250317000005,C00002107,APPROVE,\N,9488.75,0.23,18,2025-03-17 21:28:20,v1,1
AP20250529000001,C00008509,APPROVE,\N,58071.30,0.12,24,2025-05-29 21:24:31,v1,1
AP20250215000006,C00004655,APPROVE,\N,26846.41,0.20,12,2025-02-15 22:55:37,v1,1
AP20250226000004,C00003359,APPROVE,\N,8283.24,0.22,6,2025-02-26 22:12:01,v1,1
AP20250324000002,C00007210,APPROVE,\N,23828.19,0.19,24,2025-03-24 10:26:56,v1,1
AP20250211000004,C00002501,APPROVE,\N,26727.93,0.21,12,2025-02-11 13:36:10,v1,1
AP20250616000003,C00008158,APPROVE,\N,5000.00,0.20,24,2025-06-16 14:03:32,v1,1
AP20250120000002,C00005479,APPROVE,\N,15000.00,0.21,18,2025-01-20 22:44:47,v1,1
AP20250425000001,C00003983,APPROVE,\N,7624.38,0.24,3,2025-04-25 21:00:32,v1,1
AP20250222000003,C00009688,REJECT,R006,\N,\N,\N,2025-02-22 22:07:48,v1,1
AP20250214000005,C00009893,APPROVE,\N,30000.00,0.11,24,2025-02-14 13:10:29,v1,1
AP20250507000006,C00003225,APPROVE,\N,30000.00,0.17,6,2025-05-07 17:40:56,v1,1
AP20250527000002,C00000736,REJECT,R006,\N,\N,\N,2025-05-27 22:02:19,v1,1
AP20250512000002,C00004777,APPROVE,\N,5000.00,0.13,6,2025-05-12 14:08:14,v1,1
AP20250318000003,C00005010,APPROVE,\N,28307.83,0.21,6,2025-03-18 13:10:55,v1,1
AP20250208000002,C00005787,APPROVE,\N,43759.44,0.15,6,2025-02-08 12:19:41,v1,1
AP20250220000004,C00008555,APPROVE,\N,10000.00,0.19,3,2025-02-20 11:59:13,v1,1
AP20250615000001,C00003484,REJECT,"R009,R006,R006",\N,\N,\N,2025-06-15 22:40:19,v1,1
AP20250303000005,C00000186,REJECT,R006,\N,\N,\N,2025-03-03 21:35:02,v1,1
AP20250628000001,C00005405,APPROVE,\N,10000.00,0.22,3,2025-06-28 19:32:12,v1,1
AP20250506000004,C00008882,APPROVE,\N,44290.23,0.17,12,2025-05-06 12:06:11,v1,1
AP20250512000003,C00007967,APPROVE,\N,9163.32,0.23,36,2025-05-12 15:28:51,v1,1
AP20250506000005,C00000231,REJECT,R008,\N,\N,\N,2025-05-06 18:06:45,v1,1
AP20250618000004,C00004936,APPROVE,\N,5000.00,0.21,24,2025-06-18 19:55:56,v1,1
AP20250119000004,C00000939,APPROVE,\N,2000.00,0.19,12,2025-01-19 14:16:55,v1,1
AP20250216000005,C00009078,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-16 11:10:31,v1,1
AP20250202000010,C00003716,REJECT,"R009,R006",\N,\N,\N,2025-02-02 21:47:04,v1,1
AP20250309000006,C00001402,APPROVE,\N,30000.00,0.12,12,2025-03-09 13:12:45,v1,1
AP20250428000001,C00005209,REJECT,"R009,R006",\N,\N,\N,2025-04-28 13:48:36,v1,1
AP20250212000001,C00001746,APPROVE,\N,10000.00,0.15,3,2025-02-13 02:54:13,v1,1
AP20250311000003,C00001850,APPROVE,\N,9704.19,0.23,3,2025-03-11 22:42:16,v1,1
AP20250320000002,C00001447,REJECT,R006,\N,\N,\N,2025-03-20 21:05:38,v1,1
AP20250528000002,C00006950,REJECT,R004,\N,\N,\N,2025-05-28 19:34:51,v1,1
AP20250613000002,C00006933,REJECT,R006,\N,\N,\N,2025-06-13 12:54:29,v1,1
AP20250301000004,C00004260,REJECT,R006,\N,\N,\N,2025-03-01 22:21:44,v1,1
AP20250619000002,C00000597,APPROVE,\N,40565.23,0.11,3,2025-06-19 12:42:50,v1,1
AP20250515000002,C00007264,REJECT,R006,\N,\N,\N,2025-05-15 13:16:08,v1,1
AP20250309000007,C00001071,APPROVE,\N,15000.00,0.12,36,2025-03-09 15:34:40,v1,1
AP20250305000001,C00001401,REJECT,R006,\N,\N,\N,2025-03-05 08:15:42,v1,1
AP20250225000002,C00009722,APPROVE,\N,15000.00,0.10,12,2025-02-25 20:58:55,v1,1
AP20250620000003,C00002257,APPROVE,\N,2000.00,0.22,36,2025-06-20 12:53:02,v1,1
AP20250509000002,C00006099,APPROVE,\N,10000.00,0.16,18,2025-05-09 22:06:48,v1,1
AP20250630000001,C00000182,REJECT,R006,\N,\N,\N,2025-06-30 13:44:18,v1,1
AP20250411000002,C00007645,REJECT,R006,\N,\N,\N,2025-04-11 22:52:31,v1,1
AP20250402000001,C00009850,REJECT,R004,\N,\N,\N,2025-04-02 21:20:08,v1,1
AP20250422000004,C00001809,REJECT,"R009,R006",\N,\N,\N,2025-04-22 10:53:25,v1,1
AP20250322000003,C00005777,APPROVE,\N,29613.75,0.21,3,2025-03-22 13:05:11,v1,1
AP20250519000004,C00008859,REJECT,R008,\N,\N,\N,2025-05-19 11:13:03,v1,1
AP20250318000004,C00005244,REJECT,R008,\N,\N,\N,2025-03-18 10:46:09,v1,1
AP20250426000002,C00000583,APPROVE,\N,25704.98,0.21,12,2025-04-26 16:03:01,v1,1
AP20250527000003,C00009898,REJECT,"R009,R006,R006",\N,\N,\N,2025-05-27 17:12:53,v1,1
AP20250210000004,C00009486,APPROVE,\N,20000.00,0.20,36,2025-02-10 23:19:29,v1,1
AP20250414000002,C00007574,REJECT,R004,\N,\N,\N,2025-04-14 18:12:38,v1,1
AP20250623000002,C00000146,REJECT,R008,\N,\N,\N,2025-06-23 15:47:50,v1,1
AP20250413000002,C00002714,APPROVE,\N,1000.00,0.18,3,2025-04-13 00:45:14,v1,1
AP20250307000002,C00009760,APPROVE,\N,9792.50,0.22,12,2025-03-07 13:36:48,v1,1
AP20250226000005,C00002609,REJECT,R006,\N,\N,\N,2025-02-26 11:41:32,v1,1
AP20250516000002,C00002887,APPROVE,\N,1000.00,0.15,12,2025-05-16 23:01:11,v1,1
AP20250309000008,C00003679,REJECT,R008,\N,\N,\N,2025-03-09 09:04:34,v1,1
AP20250206000003,C00001258,APPROVE,\N,20000.00,0.15,6,2025-02-06 08:05:09,v1,1
AP20250621000002,C00005690,REJECT,R004,\N,\N,\N,2025-06-21 13:05:16,v1,1
AP20250624000002,C00005233,APPROVE,\N,2000.00,0.18,3,2025-06-24 21:45:44,v1,1
AP20250615000002,C00009413,APPROVE,\N,74310.93,0.13,18,2025-06-15 21:51:42,v1,1
AP20250129000005,C00006635,APPROVE,\N,15000.00,0.11,12,2025-01-29 12:48:59,v1,1
AP20250316000001,C00009287,APPROVE,\N,28285.66,0.19,3,2025-03-16 18:45:58,v1,1
AP20250212000002,C00009909,APPROVE,\N,5000.00,0.11,36,2025-02-12 02:06:16,v1,1
AP20250613000003,C00007506,APPROVE,\N,20000.00,0.17,36,2025-06-13 16:05:03,v1,1
AP20250515000003,C00003334,APPROVE,\N,2000.00,0.20,18,2025-05-15 13:42:24,v1,1
AP20250212000003,C00005626,APPROVE,\N,22431.27,0.21,12,2025-02-12 22:42:06,v1,1
AP20250624000003,C00000347,REJECT,R006,\N,\N,\N,2025-06-24 13:24:59,v1,1
AP20250322000004,C00007107,APPROVE,\N,1000.00,0.19,3,2025-03-22 15:58:02,v1,1
AP20250323000002,C00008413,APPROVE,\N,49570.63,0.16,3,2025-03-23 12:08:16,v1,1
AP20250309000009,C00002178,APPROVE,\N,15000.00,0.12,6,2025-03-09 10:28:59,v1,1
AP20250218000007,C00000779,REJECT,R006,\N,\N,\N,2025-02-18 21:05:54,v1,1
AP20250613000004,C00005233,REJECT,R004,\N,\N,\N,2025-06-13 22:36:31,v1,1
AP20250218000008,C00005183,REJECT,R009,\N,\N,\N,2025-02-18 22:28:05,v1,1
AP20250523000005,C00009544,REJECT,R006,\N,\N,\N,2025-05-23 22:07:40,v1,1
AP20250129000006,C00008928,APPROVE,\N,50000.00,0.11,12,2025-01-29 10:37:02,v1,1
AP20250514000002,C00004711,APPROVE,\N,5000.00,0.18,18,2025-05-14 13:19:53,v1,1
AP20250623000003,C00008776,REJECT,"R006,R004",\N,\N,\N,2025-06-23 21:47:04,v1,1
AP20250630000002,C00002375,APPROVE,\N,5000.00,0.19,6,2025-06-30 09:36:51,v1,1
AP20250316000002,C00003557,REJECT,R004,\N,\N,\N,2025-03-16 10:22:31,v1,1
AP20250325000001,C00005197,APPROVE,\N,80000.00,0.11,12,2025-03-25 09:41:39,v1,1
AP20250215000007,C00003852,APPROVE,\N,1000.00,0.23,6,2025-02-15 12:47:30,v1,1
AP20250623000004,C00003186,REJECT,R006,\N,\N,\N,2025-06-23 20:09:28,v1,1
AP20250106000001,C00003995,REJECT,R008,\N,\N,\N,2025-01-06 17:38:27,v1,1
AP20250511000002,C00009496,APPROVE,\N,42089.41,0.16,24,2025-05-11 20:15:41,v1,1
AP20250329000001,C00008995,APPROVE,\N,15000.00,0.13,6,2025-03-29 13:55:36,v1,1
AP20250220000005,C00003756,REJECT,"R009,R006",\N,\N,\N,2025-02-20 23:40:58,v1,1
AP20250218000009,C00007977,REJECT,R006,\N,\N,\N,2025-02-18 13:13:03,v1,1
AP20250420000002,C00003062,APPROVE,\N,2000.00,0.23,6,2025-04-20 11:51:12,v1,1
AP20250406000002,C00009923,APPROVE,\N,8000.00,0.15,24,2025-04-06 16:29:04,v1,1
AP20250524000003,C00006387,REJECT,R008,\N,\N,\N,2025-05-24 14:09:19,v1,1
AP20250611000002,C00004059,APPROVE,\N,8000.00,0.24,12,2025-06-11 22:01:00,v1,1
AP20250208000003,C00006754,APPROVE,\N,99431.93,0.13,3,2025-02-08 16:03:31,v1,1
AP20250125000002,C00007606,REJECT,R008,\N,\N,\N,2025-01-25 23:01:28,v1,1
AP20250625000002,C00006973,REJECT,"R006,R004",\N,\N,\N,2025-06-25 13:08:27,v1,1
AP20250420000003,C00002301,APPROVE,\N,25583.47,0.21,12,2025-04-20 15:50:10,v1,1
AP20250310000004,C00002904,REJECT,R004,\N,\N,\N,2025-03-10 21:04:34,v1,1
AP20250523000006,C00000218,REJECT,"R009,R008",\N,\N,\N,2025-05-23 13:07:38,v1,1
AP20250321000002,C00001971,APPROVE,\N,8000.00,0.16,12,2025-03-21 17:45:40,v1,1
AP20250321000003,C00001120,APPROVE,\N,8000.00,0.15,6,2025-03-21 21:51:51,v1,1
AP20250605000002,C00009409,APPROVE,\N,15000.00,0.11,18,2025-06-05 12:57:32,v1,1
AP20250323000003,C00005092,REJECT,"R006,R004",\N,\N,\N,2025-03-23 21:10:51,v1,1
AP20250412000001,C00002744,REJECT,R006,\N,\N,\N,2025-04-12 21:27:27,v1,1
AP20250221000006,C00007939,APPROVE,\N,1000.00,0.24,12,2025-02-21 22:26:53,v1,1
AP20250312000004,C00006235,REJECT,R004,\N,\N,\N,2025-03-12 14:08:17,v1,1
AP20250522000004,C00005464,APPROVE,\N,51837.99,0.15,24,2025-05-22 17:20:42,v1,1
AP20250220000006,C00002363,APPROVE,\N,42843.32,0.18,12,2025-02-20 20:16:07,v1,1
AP20250126000002,C00006959,APPROVE,\N,2000.00,0.18,24,2025-01-26 20:16:15,v1,1
AP20250622000003,C00004424,REJECT,R008,\N,\N,\N,2025-06-22 12:18:35,v1,1
AP20250305000002,C00003091,APPROVE,\N,49946.44,0.13,3,2025-03-05 21:08:29,v1,1
AP20250607000003,C00004437,REJECT,R007,\N,\N,\N,2025-06-07 19:47:38,v1,1
AP20250515000004,C00000019,REJECT,R006,\N,\N,\N,2025-05-15 12:46:08,v1,1
AP20250227000008,C00000424,APPROVE,\N,15000.00,0.16,24,2025-02-27 19:13:19,v1,1
AP20250222000004,C00005945,REJECT,R007,\N,\N,\N,2025-02-22 14:45:41,v1,1
AP20250109000001,C00001368,APPROVE,\N,1000.00,0.24,6,2025-01-09 22:47:08,v1,1
AP20250212000004,C00003214,APPROVE,\N,10000.00,0.15,3,2025-02-12 22:45:05,v1,1
AP20250212000005,C00005205,REJECT,R008,\N,\N,\N,2025-02-12 20:59:06,v1,1
AP20250222000005,C00006749,REJECT,R009,\N,\N,\N,2025-02-22 23:35:32,v1,1
AP20250518000005,C00003596,APPROVE,\N,1000.00,0.16,24,2025-05-18 17:38:07,v1,1
AP20250320000003,C00001653,REJECT,R006,\N,\N,\N,2025-03-20 09:15:16,v1,1
AP20250326000003,C00000317,APPROVE,\N,49555.25,0.16,24,2025-03-26 02:52:55,v1,1
AP20250407000001,C00005543,APPROVE,\N,3767.65,0.24,36,2025-04-07 13:53:46,v1,1
AP20250218000010,C00000098,APPROVE,\N,8000.00,0.10,6,2025-02-18 10:18:27,v1,1
AP20250223000006,C00004622,REJECT,R009,\N,\N,\N,2025-02-23 20:31:21,v1,1
AP20250309000010,C00002299,APPROVE,\N,10000.00,0.13,36,2025-03-09 17:14:01,v1,1
AP20250220000007,C00004251,REJECT,R008,\N,\N,\N,2025-02-20 03:02:45,v1,1
AP20250130000004,C00004216,REJECT,R004,\N,\N,\N,2025-01-30 14:03:00,v1,1
AP20250625000003,C00009361,REJECT,"R009,R006",\N,\N,\N,2025-06-25 13:43:11,v1,1
AP20250524000004,C00008313,APPROVE,\N,10000.00,0.21,18,2025-05-24 13:04:08,v1,1
AP20250330000003,C00004752,APPROVE,\N,1000.00,0.18,3,2025-03-30 12:07:11,v1,1
AP20250511000003,C00009134,REJECT,R008,\N,\N,\N,2025-05-11 13:13:48,v1,1
AP20250217000007,C00002810,APPROVE,\N,10000.00,0.14,24,2025-02-17 13:55:09,v1,1
AP20250303000006,C00003955,APPROVE,\N,1000.00,0.17,18,2025-03-03 20:51:24,v1,1
AP20250211000005,C00006635,APPROVE,\N,27094.08,0.19,12,2025-02-11 12:45:28,v1,1
AP20250606000001,C00002282,APPROVE,\N,8000.00,0.12,18,2025-06-06 19:28:29,v1,1
AP20250201000005,C00001771,APPROVE,\N,15000.00,0.17,12,2025-02-01 01:11:54,v1,1
AP20250217000008,C00004826,REJECT,R006,\N,\N,\N,2025-02-17 12:34:43,v1,1
AP20250517000002,C00003660,APPROVE,\N,8000.00,0.17,18,2025-05-17 13:53:42,v1,1
AP20250128000005,C00001707,APPROVE,\N,8000.00,0.21,36,2025-01-28 07:16:44,v1,1
AP20250531000003,C00009223,REJECT,R006,\N,\N,\N,2025-05-31 22:48:06,v1,1
AP20250418000002,C00003037,APPROVE,\N,5000.00,0.11,24,2025-04-18 22:23:36,v1,1
AP20250205000004,C00005275,REJECT,R008,\N,\N,\N,2025-02-05 02:33:13,v1,1
AP20250210000005,C00006337,APPROVE,\N,1000.00,0.16,6,2025-02-10 23:32:45,v1,1
AP20250504000003,C00003068,APPROVE,\N,9954.90,0.23,18,2025-05-04 22:24:15,v1,1
AP20250323000004,C00007387,APPROVE,\N,21983.20,0.19,6,2025-03-23 23:02:08,v1,1
AP20250119000005,C00000548,REJECT,R004,\N,\N,\N,2025-01-19 18:51:06,v1,1
AP20250623000005,C00009012,REJECT,R006,\N,\N,\N,2025-06-24 00:58:43,v1,1
AP20250301000005,C00006607,APPROVE,\N,5000.00,0.16,24,2025-03-01 09:57:35,v1,1
AP20250216000006,C00004633,APPROVE,\N,10000.00,0.20,6,2025-02-16 20:27:10,v1,1
AP20250226000006,C00005235,APPROVE,\N,20000.00,0.21,36,2025-02-26 22:34:36,v1,1
AP20250524000005,C00002435,APPROVE,\N,10000.00,0.11,24,2025-05-24 00:29:12,v1,1
AP20250305000003,C00002739,REJECT,R008,\N,\N,\N,2025-03-05 20:27:34,v1,1
AP20250331000005,C00001947,APPROVE,\N,10000.00,0.10,3,2025-03-31 12:12:39,v1,1
AP20250616000004,C00001614,APPROVE,\N,30000.00,0.16,24,2025-06-16 13:50:01,v1,1
AP20250505000001,C00000926,REJECT,"R009,R006",\N,\N,\N,2025-05-05 21:43:20,v1,1
AP20250319000005,C00000929,APPROVE,\N,5000.00,0.13,3,2025-03-19 21:38:00,v1,1
AP20250504000004,C00000394,REJECT,R004,\N,\N,\N,2025-05-04 21:10:51,v1,1
AP20250226000007,C00003884,APPROVE,\N,1000.00,0.18,24,2025-02-26 16:56:23,v1,1
AP20250219000004,C00005111,REJECT,R008,\N,\N,\N,2025-02-19 12:09:32,v1,1
AP20250408000004,C00003260,APPROVE,\N,2000.00,0.11,18,2025-04-08 12:18:34,v1,1
AP20250408000005,C00003525,REJECT,R008,\N,\N,\N,2025-04-08 13:59:27,v1,1
AP20250303000007,C00005232,REJECT,R006,\N,\N,\N,2025-03-03 22:56:59,v1,1
AP20250303000008,C00002689,REJECT,R006,\N,\N,\N,2025-03-03 12:17:59,v1,1
AP20250204000002,C00009705,APPROVE,\N,1000.00,0.15,24,2025-02-04 17:32:55,v1,1
AP20250324000003,C00001111,REJECT,"R009,R006",\N,\N,\N,2025-03-24 18:03:59,v1,1
AP20250517000003,C00001546,APPROVE,\N,43843.48,0.15,36,2025-05-18 00:02:18,v1,1
AP20250204000003,C00004885,APPROVE,\N,2000.00,0.22,12,2025-02-04 19:05:03,v1,1
AP20250325000002,C00000963,REJECT,R008,\N,\N,\N,2025-03-25 12:23:26,v1,1
AP20250224000004,C00003379,APPROVE,\N,5000.00,0.10,12,2025-02-24 20:39:03,v1,1
AP20250131000003,C00004557,APPROVE,\N,1000.00,0.15,6,2025-01-31 22:56:20,v1,1
AP20250204000004,C00001392,APPROVE,\N,1000.00,0.15,3,2025-02-04 01:27:09,v1,1
AP20250507000007,C00003944,APPROVE,\N,20000.00,0.14,3,2025-05-07 15:53:55,v1,1
AP20250508000003,C00003793,APPROVE,\N,8000.00,0.16,12,2025-05-08 21:50:47,v1,1
AP20250410000003,C00007328,APPROVE,\N,20000.00,0.13,18,2025-04-10 18:50:56,v1,1
AP20250108000001,C00002945,REJECT,R008,\N,\N,\N,2025-01-08 17:36:03,v1,1
AP20250226000008,C00005937,REJECT,R008,\N,\N,\N,2025-02-26 10:47:34,v1,1
AP20250321000004,C00006970,APPROVE,\N,8692.92,0.23,18,2025-03-21 13:03:56,v1,1
AP20250501000004,C00005304,APPROVE,\N,37550.12,0.16,18,2025-05-01 13:54:23,v1,1
AP20250312000005,C00005652,APPROVE,\N,8000.00,0.11,12,2025-03-12 12:43:38,v1,1
AP20250530000001,C00004098,APPROVE,\N,9857.91,0.23,18,2025-05-30 01:12:26,v1,1
AP20250312000006,C00006962,APPROVE,\N,78388.14,0.13,18,2025-03-12 17:13:48,v1,1
AP20250510000003,C00008908,REJECT,R008,\N,\N,\N,2025-05-10 11:51:19,v1,1
AP20250201000006,C00005754,REJECT,R008,\N,\N,\N,2025-02-01 13:49:33,v1,1
AP20250611000003,C00007307,APPROVE,\N,15000.00,0.14,36,2025-06-11 20:58:01,v1,1
AP20250320000004,C00005183,REJECT,R009,\N,\N,\N,2025-03-20 11:57:46,v1,1
AP20250621000003,C00005112,APPROVE,\N,2000.00,0.21,6,2025-06-21 20:26:47,v1,1
AP20250502000003,C00007929,REJECT,R006,\N,\N,\N,2025-05-02 14:04:03,v1,1
AP20250510000004,C00009952,APPROVE,\N,20000.00,0.19,6,2025-05-10 15:40:02,v1,1
AP20250205000005,C00009490,APPROVE,\N,30000.00,0.14,3,2025-02-05 21:19:52,v1,1
AP20250228000006,C00004524,REJECT,R004,\N,\N,\N,2025-02-28 20:28:04,v1,1
AP20250206000004,C00000842,REJECT,R006,\N,\N,\N,2025-02-06 12:33:14,v1,1
AP20250514000003,C00004600,REJECT,"R006,R008",\N,\N,\N,2025-05-14 19:43:37,v1,1
AP20250202000011,C00000794,APPROVE,\N,25395.11,0.18,18,2025-02-02 23:04:57,v1,1
AP20250108000002,C00000574,REJECT,R006,\N,\N,\N,2025-01-08 14:42:16,v1,1
AP20250224000005,C00006141,REJECT,R006,\N,\N,\N,2025-02-24 17:05:29,v1,1
AP20250531000004,C00004236,REJECT,R009,\N,\N,\N,2025-05-31 21:28:43,v1,1
AP20250121000002,C00004779,APPROVE,\N,2000.00,0.24,12,2025-01-21 10:02:19,v1,1
AP20250205000006,C00007643,REJECT,R004,\N,\N,\N,2025-02-05 21:01:27,v1,1
AP20250609000006,C00005793,REJECT,"R009,R006,R008",\N,\N,\N,2025-06-09 21:14:48,v1,1
AP20250130000005,C00007589,REJECT,R006,\N,\N,\N,2025-01-30 20:03:08,v1,1
AP20250302000004,C00000101,APPROVE,\N,30000.00,0.12,6,2025-03-02 11:41:58,v1,1
AP20250219000005,C00004269,APPROVE,\N,26273.64,0.21,6,2025-02-19 12:18:39,v1,1
AP20250611000004,C00002456,APPROVE,\N,5000.00,0.17,6,2025-06-11 12:50:02,v1,1
AP20250620000004,C00005800,APPROVE,\N,1000.00,0.15,3,2025-06-20 09:50:51,v1,1
AP20250627000002,C00008449,REJECT,R008,\N,\N,\N,2025-06-27 13:16:00,v1,1
AP20250506000006,C00007055,REJECT,"R008,R006",\N,\N,\N,2025-05-06 15:42:38,v1,1
AP20250307000003,C00003635,REJECT,R006,\N,\N,\N,2025-03-07 13:42:50,v1,1
AP20250629000001,C00007311,REJECT,R006,\N,\N,\N,2025-06-29 20:53:31,v1,1
